"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","total_injuries"
"Xavier Rhodes","Minnesota Vikings","min",2015,16,1,0,"concussion",4,4,1,0,0,0,0,0,0,0,1
"Josh Robinson","Minnesota Vikings","min",2015,16,1,1,"concussion",15,15,1,0,0,0,0,0,0,0,1
"Brian Robison","Minnesota Vikings","min",2015,16,1,0,"ankle",9,9,0,0,0,0,0,0,0,1,1
"Andrew Sendejo","Minnesota Vikings","min",2015,16,5,3,"knee",4,14,0,0,0,0,0,0,1,0,1
"Marcus Sherels","Minnesota Vikings","min",2015,16,2,0,"shoulder",9,10,0,1,0,0,0,0,0,0,1
"Harrison Smith","Minnesota Vikings","min",2015,16,7,3,"neck knee hamstring",8,16,1,0,0,0,0,0,2,0,3
"Shamar Stephen","Minnesota Vikings","min",2015,16,14,11,"knee  toe",1,16,0,0,0,0,0,0,1,1,2
"John Sullivan","Minnesota Vikings","min",2015,16,16,16,"back",1,16,0,0,1,0,0,0,0,0,1
"Adam Thielen","Minnesota Vikings","min",2015,16,3,0,"ankle shoulder back",7,16,0,1,1,0,0,0,0,1,3
"Justin Trattou","Minnesota Vikings","min",2015,16,7,7,"foot",4,10,0,0,0,0,0,0,0,1,1
"Mike Wallace","Minnesota Vikings","min",2015,16,1,0,"knee",5,5,0,0,0,0,0,0,1,0,1
"Brandon Watts","Minnesota Vikings","min",2015,16,2,1,"rib",13,14,0,0,1,0,0,0,0,0,1
"Trae Waynes","Minnesota Vikings","min",2015,16,2,1,"ankle",11,12,0,0,0,0,0,0,0,1,1
"Jarius Wright","Minnesota Vikings","min",2015,16,4,0,"hand shoulder concussion",4,7,1,1,0,0,0,1,0,0,3
"Danny Amendola","New England Patriots","nwe",2015,16,6,2,"knee",11,16,0,0,0,0,0,0,1,0,1
"LeGarrette Blount","New England Patriots","nwe",2015,16,3,3,"hip",14,16,0,0,0,1,0,0,0,0,1
"Brandon Bolden","New England Patriots","nwe",2015,16,2,1,"hamstring",6,7,0,0,0,0,0,0,1,0,1
"Alan Branch","New England Patriots","nwe",2015,16,3,0,"elbow",10,12,0,0,0,0,1,0,0,0,1
"Tarell Brown","New England Patriots","nwe",2015,16,13,12,"foot",4,16,0,0,0,0,0,0,0,1,1
"Travaris Cadet","New England Patriots","nwe",2015,16,2,1,"hamstring",1,2,0,0,0,0,0,0,1,0,1
"Marcus Cannon","New England Patriots","nwe",2015,16,8,4,"toe",6,13,0,0,0,0,0,0,0,1,1
"Scott Chandler","New England Patriots","nwe",2015,16,5,1,"knee",12,16,0,0,0,0,0,0,1,0,1
"Patrick Chung","New England Patriots","nwe",2015,16,5,1,"foot",12,16,0,0,0,0,0,0,0,1,1
"Justin Coleman","New England Patriots","nwe",2015,16,8,4,"hand concussion",9,16,1,0,0,0,0,1,0,0,2
"James Develin","New England Patriots","nwe",2015,16,16,16,"shin",1,16,0,0,0,0,0,0,1,0,1
"Aaron Dobson","New England Patriots","nwe",2015,16,6,6,"ankle",11,16,0,0,0,0,0,0,0,1,1
"Dominique Easley","New England Patriots","nwe",2015,16,6,5,"hip ankle thigh",2,16,0,0,0,1,0,0,1,1,3
"Nate Ebner","New England Patriots","nwe",2015,16,1,0,"ankle",15,15,0,0,0,0,0,0,0,1,1
"Julian Edelman","New England Patriots","nwe",2015,16,9,7,"knee foot",8,16,0,0,0,0,0,0,1,1,2
"Bradley Fletcher","New England Patriots","nwe",2015,16,1,1,"hamstring",4,4,0,0,0,0,0,0,1,0,1
"Dane Fletcher","New England Patriots","nwe",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Trey Flowers","New England Patriots","nwe",2015,16,12,11,"knee shoulder  undisclosed",1,16,0,1,0,0,0,0,1,0,2
"Jonathan Freeny","New England Patriots","nwe",2015,16,3,3,"hand",14,16,0,0,0,0,0,1,0,0,1
"Brandon Gibson","New England Patriots","nwe",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Rob Gronkowski","New England Patriots","nwe",2015,16,3,1,"knee notinjuryrelated",12,14,0,0,0,0,0,0,1,0,1
"Duron Harmon","New England Patriots","nwe",2015,16,1,0,"knee",9,9,0,0,0,0,0,0,1,0,1
"Dont'a Hightower","New England Patriots","nwe",2015,16,9,4,"shoulder ribs knee",3,16,0,1,1,0,0,0,1,0,3
"Chandler Jones","New England Patriots","nwe",2015,16,7,1,"abdomen",10,16,0,0,1,0,0,0,0,0,1
"Chris Jones","New England Patriots","nwe",2015,16,16,16,"calf",1,16,0,0,0,0,0,0,1,0,1
"Josh Kline","New England Patriots","nwe",2015,16,6,2,"shoulder",6,16,0,1,0,0,0,0,0,0,1
"Brandon LaFell","New England Patriots","nwe",2015,16,7,5,"foot",1,16,0,0,0,0,0,0,0,1,1
"Dion Lewis","New England Patriots","nwe",2015,16,12,9,"abdomen knee",5,16,0,0,1,0,0,0,1,0,2
"Keshawn Martin","New England Patriots","nwe",2015,16,6,5,"hamstring",6,11,0,0,0,0,0,0,1,0,1
"Shaq Mason","New England Patriots","nwe",2015,16,5,2,"knee",6,10,0,0,0,0,0,0,1,0,1
"Devin McCourty","New England Patriots","nwe",2015,16,4,2,"shoulder ankle",13,16,0,1,0,0,0,0,0,1,2
"Rob Ninkovich","New England Patriots","nwe",2015,16,1,0,"shin",16,16,0,0,0,0,0,0,1,0,1
"Darryl Roberts","New England Patriots","nwe",2015,16,16,16,"wrist",1,16,0,0,0,0,0,1,0,0,1
"Logan Ryan","New England Patriots","nwe",2015,16,1,0,"shoulder",3,3,0,1,0,0,0,0,0,0,1
"Jabaal Sheard","New England Patriots","nwe",2015,16,5,3,"ankle",6,10,0,0,0,0,0,0,0,1,1
"Matthew Slater","New England Patriots","nwe",2015,16,3,0,"knee other-stinger",6,14,1,0,0,0,0,0,1,0,2
"Nate Solder","New England Patriots","nwe",2015,16,12,12,"elbow",5,16,0,0,0,0,1,0,0,0,1
"Bryan Stork","New England Patriots","nwe",2015,16,8,8,"concussion  notinjuryrelated",1,14,1,0,0,0,0,0,0,0,1
"Brian Tyms","New England Patriots","nwe",2015,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1,1
"Sebastian Vollmer","New England Patriots","nwe",2015,16,3,2,"concussion ankle",9,16,1,0,0,0,0,0,0,1,2
"LaAdrian Waddle","New England Patriots","nwe",2015,16,1,1,"shoulder",16,16,0,1,0,0,0,0,0,0,1
"Ryan Wendell","New England Patriots","nwe",2015,16,12,12,"illness knee",2,16,0,0,0,0,0,0,1,0,1
"Michael Williams","New England Patriots","nwe",2015,16,3,1,"knee",11,13,0,0,0,0,0,0,1,0,1
"Tavon Wilson","New England Patriots","nwe",2015,16,2,1,"quadricep",1,2,0,0,0,0,0,0,1,0,1
"Stephone Anthony","New Orleans Saints","nor",2015,16,1,0,"lowerleg",11,11,0,0,0,0,0,0,1,0,1
"Terron Armstead","New Orleans Saints","nor",2015,16,12,3,"knee",5,16,0,0,0,0,0,0,1,0,1
"Delvin Breaux","New Orleans Saints","nor",2015,16,2,0,"notinjuryrelated hamstring",9,13,0,0,0,0,0,0,1,0,1
"Drew Brees","New Orleans Saints","nor",2015,16,4,1,"rightshoulder foot",3,16,0,1,0,0,0,0,0,1,2
"Rafael Bush","New Orleans Saints","nor",2015,16,15,15,"pectoral",2,16,0,0,1,0,0,0,0,0,1
"Jairus Byrd","New Orleans Saints","nor",2015,16,10,3,"knee",1,16,0,0,0,0,0,0,1,0,1
"Marques Colston","New Orleans Saints","nor",2015,16,11,3,"notinjuryrelated shoulder chest",5,16,0,1,1,0,0,0,0,0,2
"Brandin Cooks","New Orleans Saints","nor",2015,16,4,0,"ankle concussion",3,13,1,0,0,0,0,0,0,1,2
"Brian Dixon","New Orleans Saints","nor",2015,16,2,0,"hip abdomen",10,13,0,0,1,1,0,0,0,0,2
"Dannell Ellerbe","New Orleans Saints","nor",2015,16,13,10,"toe  hip",1,16,0,0,0,1,0,0,0,1,2
"Jahri Evans","New Orleans Saints","nor",2015,16,10,5,"knee notinjuryrelated ankle",3,14,0,0,0,0,0,0,1,1,2
"David Hawthorne","New Orleans Saints","nor",2015,16,5,3,"hamstring thigh",8,12,0,0,0,0,0,0,2,0,2
"Tim Hightower","New Orleans Saints","nor",2015,16,1,1,"knee",1,1,0,0,0,0,0,0,1,0,1
"Josh Hill","New Orleans Saints","nor",2015,16,1,0,"concussion",16,16,1,0,0,0,0,0,0,0,1
"Ramon Humber","New Orleans Saints","nor",2015,16,4,2,"thigh hamstring",7,11,0,0,0,0,0,0,2,0,2
"Mark Ingram","New Orleans Saints","nor",2015,16,6,4,"shoulder",11,16,0,1,0,0,0,0,0,0,1
"John Jenkins","New Orleans Saints","nor",2015,16,4,2,"elbow concussion",6,14,1,0,0,0,1,0,0,0,2
"Cameron Jordan","New Orleans Saints","nor",2015,16,2,0,"back",4,16,0,0,1,0,0,0,0,0,1
"Hau'oli Kikaha","New Orleans Saints","nor",2015,16,4,1,"ankle",9,12,0,0,0,0,0,0,0,1,1
"Tim Lelito","New Orleans Saints","nor",2015,16,4,1,"back shoulder",5,10,0,1,1,0,0,0,0,0,2
"Keenan Lewis","New Orleans Saints","nor",2015,16,16,10,"hip illness leg",1,16,0,0,0,1,0,0,1,0,2
"Michael Mauti","New Orleans Saints","nor",2015,16,1,0,"foot",7,7,0,0,0,0,0,0,0,1,1
"Luke McCown","New Orleans Saints","nor",2015,16,8,8,"back",9,16,0,0,1,0,0,0,0,0,1
"Thomas Morstead","New Orleans Saints","nor",2015,16,3,2,"rightquadricep",5,7,0,0,0,0,0,0,1,0,1
"Marcus Murphy","New Orleans Saints","nor",2015,16,3,3,"ankle",14,16,0,0,0,0,0,0,0,1,1
"Andrus Peat","New Orleans Saints","nor",2015,16,4,4,"knee concussion",7,16,1,0,0,0,0,0,1,0,2
"Bobby Richardson","New Orleans Saints","nor",2015,16,3,1,"hip hamstring",5,13,0,0,0,1,0,0,1,0,2
"Khiry Robinson","New Orleans Saints","nor",2015,16,8,8,"leg",9,16,0,0,0,0,0,0,1,0,1
"Jamarca Sanford","New Orleans Saints","nor",2015,16,1,0,"hip",12,12,0,0,0,1,0,0,0,0,1
"Willie Snead","New Orleans Saints","nor",2015,16,5,1,"knee calf",9,13,0,0,0,0,0,0,2,0,2
"C.J. Spiller","New Orleans Saints","nor",2015,16,4,3,"knee  head",1,16,1,0,0,0,0,0,1,0,2
"Zach Strief","New Orleans Saints","nor",2015,16,4,1,"shoulder hip elbow",13,16,0,1,0,1,1,0,0,0,3
"Damian Swann","New Orleans Saints","nor",2015,16,10,9,"concussion",6,16,1,0,0,0,0,0,0,0,1
"Davis Tull","New Orleans Saints","nor",2015,16,16,16,"shoulder",1,16,0,1,0,0,0,0,0,0,1
"Ben Watson","New Orleans Saints","nor",2015,16,1,0,"knee",15,15,0,0,0,0,0,0,1,0,1
"P.J. Williams","New Orleans Saints","nor",2015,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0,1
"Danny Aiken","New York Giants","nyg",2015,16,1,1,"wrist",16,16,0,0,0,0,0,1,0,0,1
"Prince Amukamara","New York Giants","nyg",2015,16,6,5,"pectoral",6,11,0,0,1,0,0,0,0,0,1
"Robert Ayers","New York Giants","nyg",2015,16,7,4,"hamstring toe neck",3,13,1,0,0,0,0,0,1,1,3
"Jon Beason","New York Giants","nyg",2015,16,14,11,"knee  concussion ankle",1,16,1,0,0,0,0,0,1,1,3
"Will Beatty","New York Giants","nyg",2015,16,16,16,"pectoral",1,16,0,0,1,0,0,0,0,0,1
"Odell Beckham","New York Giants","nyg",2015,16,3,0,"hamstring",6,8,0,0,0,0,0,0,1,0,1
"Nat Berhe","New York Giants","nyg",2015,16,16,16,"calf",1,16,0,0,0,0,0,0,1,0,1
"Jay Bromley","New York Giants","nyg",2015,16,1,0,"knee",3,3,0,0,0,0,0,0,1,0,1
"Jonathan Casillas","New York Giants","nyg",2015,16,4,1,"neck  calf",1,7,1,0,0,0,0,0,1,0,2
"Victor Cruz","New York Giants","nyg",2015,16,16,16,"calf",1,16,0,0,0,0,0,0,1,0,1
"Jerome Cunningham","New York Giants","nyg",2015,16,3,3,"knee",3,5,0,0,0,0,0,0,1,0,1
"Craig Dahl","New York Giants","nyg",2015,16,2,1,"neck concussion",9,16,2,0,0,0,0,0,0,0,2
"Orleans Darkwa","New York Giants","nyg",2015,16,3,0,"knee back illness",4,15,0,0,1,0,0,0,1,0,2
"Zak DeOssie","New York Giants","nyg",2015,16,4,4,"wrist",13,16,0,0,0,0,0,1,0,0,1
"Larry Donnell","New York Giants","nyg",2015,16,8,8,"neck",9,16,1,0,0,0,0,0,0,0,1
"Daniel Fells","New York Giants","nyg",2015,16,15,14,"foot ankle",2,16,0,0,0,0,0,0,0,2,2
"Ereck Flowers","New York Giants","nyg",2015,16,7,1,"ankle illness",2,15,0,0,0,0,0,0,0,1,1
"Johnathan Hankins","New York Giants","nyg",2015,16,8,7,"calf pectoral",7,16,0,0,1,0,0,0,1,0,2
"Dwayne Harris","New York Giants","nyg",2015,16,3,1,"shoulder back",14,16,0,1,1,0,0,0,0,0,2
"Jayron Hosley","New York Giants","nyg",2015,16,1,0,"concussion",5,5,1,0,0,0,0,0,0,0,1
"Bennett Jackson","New York Giants","nyg",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Cullen Jenkins","New York Giants","nyg",2015,16,2,0,"hamstring",1,3,0,0,0,0,0,0,1,0,1
"Brett Jones","New York Giants","nyg",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Devon Kennard","New York Giants","nyg",2015,16,7,6,"hamstring foot",5,15,0,0,0,0,0,0,1,1,2
"Markus Kuhn","New York Giants","nyg",2015,16,7,6,"knee",2,16,0,0,0,0,0,0,1,0,1
"Trumaine McBride","New York Giants","nyg",2015,16,3,1,"groin",5,7,0,0,0,0,0,0,1,0,1
"Leon McFadden","New York Giants","nyg",2015,16,3,3,"groin",9,11,0,0,0,0,0,0,1,0,1
"Brandon McGee","New York Giants","nyg",2015,16,1,1,"back",7,7,0,0,1,0,0,0,0,0,1
"Brandon Meriweather","New York Giants","nyg",2015,16,2,2,"knee",12,13,0,0,0,0,0,0,1,0,1
"Damontre Moore","New York Giants","nyg",2015,16,1,0,"hamstring",11,11,0,0,0,0,0,0,1,0,1
"James Morris","New York Giants","nyg",2015,16,2,2,"quadricep",15,16,0,0,0,0,0,0,1,0,1
"Marshall Newhouse","New York Giants","nyg",2015,16,3,2,"back concussion",12,16,1,0,1,0,0,0,0,0,2
"Owamagbe Odighizuwa","New York Giants","nyg",2015,16,13,12,"foot  hamstring",1,16,0,0,0,0,0,0,1,1,2
"Jason Pierre-Paul","New York Giants","nyg",2015,16,2,0,"hand ankle",12,16,0,0,0,0,0,1,0,1,2
"Justin Pugh","New York Giants","nyg",2015,16,4,2,"ankle illness concussion",6,12,1,0,0,0,0,0,0,1,2
"Rueben Randle","New York Giants","nyg",2015,16,3,0,"hamstring",6,9,0,0,0,0,0,0,1,0,1
"Weston Richburg","New York Giants","nyg",2015,16,2,1,"ankle",11,12,0,0,0,0,0,0,0,1,1
"Dominique Rodgers-Cromartie","New York Giants","nyg",2015,16,2,1,"concussion",3,4,1,0,0,0,0,0,0,0,1
"Geoff Schwartz","New York Giants","nyg",2015,16,10,5,"illness ankle leg",3,16,0,0,0,0,0,0,1,1,2
"George Selvie","New York Giants","nyg",2015,16,4,2,"calf concussion",5,15,1,0,0,0,0,0,1,0,2
"Cooper Taylor","New York Giants","nyg",2015,16,2,2,"concussion",15,16,1,0,0,0,0,0,0,0,1
"J.T. Thomas","New York Giants","nyg",2015,16,6,4,"ankle",8,16,0,0,0,0,0,0,0,1,1
"Mykkele Thompson","New York Giants","nyg",2015,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1,1
"Trevin Wade","New York Giants","nyg",2015,16,1,0,"concussion",7,7,1,0,0,0,0,0,0,0,1
"Nikita Whitlock","New York Giants","nyg",2015,16,3,2,"notinjuryrelated knee",12,16,0,0,0,0,0,0,1,0,1
"Antonio Allen","New York Jets","nyj",2015,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1,1
"Jace Amaro","New York Jets","nyj",2015,16,16,16,"shoulder",1,16,0,1,0,0,0,0,0,0,1
"Dion Bailey","New York Jets","nyj",2015,16,9,6,"elbow hip ankle",5,14,0,0,0,1,1,0,0,1,3
"T.J. Barnes","New York Jets","nyj",2015,16,1,0,"ankle",4,4,0,0,0,0,0,0,0,1,1
"Tommy Bohanon","New York Jets","nyj",2015,16,1,0,"shoulder",9,9,0,1,0,0,0,0,0,0,1
"Stephen Bowen","New York Jets","nyj",2015,16,4,0,"knee",1,4,0,0,0,0,0,0,1,0,1
"James Carpenter","New York Jets","nyj",2015,16,4,0,"back",1,4,0,0,1,0,0,0,0,0,1
"Mike Catapano","New York Jets","nyj",2015,16,4,4,"foot",13,16,0,0,0,0,0,0,0,1,1
"Willie Colon","New York Jets","nyj",2015,16,16,10,"knee",1,16,0,0,0,0,0,0,1,0,1
"Quinton Coples","New York Jets","nyj",2015,16,3,0,"elbow",4,6,0,0,0,0,1,0,0,0,1
"Antonio Cromartie","New York Jets","nyj",2015,16,9,1,"hip knee groin  quadricep",1,13,0,0,0,1,0,0,3,0,4
"Jeff Cumberland","New York Jets","nyj",2015,16,2,1,"concussion",4,5,1,0,0,0,0,0,0,0,1
"Demario Davis","New York Jets","nyj",2015,16,2,0,"ribs wrist",11,16,0,0,1,0,0,1,0,0,2
"Kellen Davis","New York Jets","nyj",2015,16,7,0,"hand notinjuryrelated wrist back foot",8,16,0,0,1,0,0,2,0,1,4
"Eric Decker","New York Jets","nyj",2015,16,14,1,"knee",3,16,0,0,0,0,0,0,1,0,1
"Leger Douzable","New York Jets","nyj",2015,16,1,0,"ankle",14,14,0,0,0,0,0,0,0,1,1
"Quincy Enunwa","New York Jets","nyj",2015,16,2,0,"neck",15,16,1,0,0,0,0,0,0,0,1
"Ryan Fitzpatrick","New York Jets","nyj",2015,16,10,0,"rightelbow leftthumb",6,16,0,0,0,0,1,1,0,0,2
"Nick Folk","New York Jets","nyj",2015,16,8,8,"quadricep",9,16,0,0,0,0,0,0,1,0,1
"Breno Giacomini","New York Jets","nyj",2015,16,6,0,"biceps thumb hip ankle",2,16,0,0,0,1,1,1,0,1,4
"David Harris","New York Jets","nyj",2015,16,3,0,"finger quadricep back",4,15,0,0,1,0,0,1,1,0,3
"Damon Harrison","New York Jets","nyj",2015,16,1,0,"finger",6,6,0,0,0,0,0,1,0,0,1
"Erin Henderson","New York Jets","nyj",2015,16,2,0,"knee  illness",1,16,0,0,0,0,0,0,1,0,1
"Ben Ijalana","New York Jets","nyj",2015,16,1,1,"knee",1,1,0,0,0,0,0,0,1,0,1
"Chris Ivory","New York Jets","nyj",2015,16,9,1,"knee groin quadricep  hamstring",1,16,0,0,0,0,0,0,4,0,4
"Jaiquawn Jarrett","New York Jets","nyj",2015,16,6,2,"shoulder knee",1,6,0,1,0,0,0,0,1,0,2
"Jeremy Kerley","New York Jets","nyj",2015,16,4,0,"concussion  illness calf",1,14,1,0,0,0,0,0,1,0,2
"Jamari Lattimore","New York Jets","nyj",2015,16,1,0,"concussion",5,5,1,0,0,0,0,0,0,0,1
"Nick Mangold","New York Jets","nyj",2015,16,9,1,"neck hand",7,15,1,0,0,0,0,1,0,0,2
"Brandon Marshall","New York Jets","nyj",2015,16,10,0,"calf ankle toe ribs",6,16,0,0,1,0,0,0,1,2,4
"Ronald Martin","New York Jets","nyj",2015,16,1,0,"groin",14,14,0,0,0,0,0,0,1,0,1
"Lorenzo Mauldin","New York Jets","nyj",2015,16,4,1,"knee concussion  back",1,16,1,0,1,0,0,0,1,0,3
"Dexter McDougle","New York Jets","nyj",2015,16,5,0,"hand ankle",7,15,0,0,0,0,0,1,0,1,2
"Rontez Miles","New York Jets","nyj",2015,16,1,0,"achilles",14,14,0,0,0,0,0,0,0,1,1
"Dee Milliner","New York Jets","nyj",2015,16,12,11,"wrist  illness ankle hamstring",1,16,0,0,0,0,0,1,1,1,3
"Chris Owusu","New York Jets","nyj",2015,16,4,3,"knee",3,6,0,0,0,0,0,0,1,0,1
"Calvin Pace","New York Jets","nyj",2015,16,6,0,"toe abdomen",11,16,0,0,1,0,0,0,0,1,2
"Bilal Powell","New York Jets","nyj",2015,16,7,5,"groin ankle",5,16,0,0,0,0,0,0,1,1,2
"Calvin Pryor","New York Jets","nyj",2015,16,6,3,"knee ankle neck",5,13,1,0,0,0,0,0,1,1,3
"Ryan Quigley","New York Jets","nyj",2015,16,2,0,"rightshin rightknee",7,11,0,0,0,0,0,0,2,0,2
"Brent Qvale","New York Jets","nyj",2015,16,1,0,"finger",2,2,0,0,0,0,0,1,0,0,1
"Trevor Reilly","New York Jets","nyj",2015,16,3,1,"finger knee",2,12,0,0,0,0,0,1,1,0,2
"Darrelle Revis","New York Jets","nyj",2015,16,6,2,"groin hamstring hip concussion",3,13,1,0,0,1,0,0,2,0,4
"Sheldon Richardson","New York Jets","nyj",2015,16,2,1,"hamstring",10,11,0,0,0,0,0,0,1,0,1
"Stevan Ridley","New York Jets","nyj",2015,16,9,8,"knee",1,9,0,0,0,0,0,0,1,0,1
"Buster Skrine","New York Jets","nyj",2015,16,7,0,"concussion shoulder",6,12,1,1,0,0,0,0,0,0,2
"Devin Smith","New York Jets","nyj",2015,16,10,6,"ribs  ankle foot knee",1,16,0,0,1,0,0,0,1,2,4
"Geno Smith","New York Jets","nyj",2015,16,6,6,"jaw  leftshoulder illness",1,15,1,1,0,0,0,0,0,0,2
"Zach Sudfeld","New York Jets","nyj",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Kenbrell Thompkins","New York Jets","nyj",2015,16,1,0,"quadricep",16,16,0,0,0,0,0,0,1,0,1
"Kevin Vickerson","New York Jets","nyj",2015,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0,1
"Darrin Walls","New York Jets","nyj",2015,16,4,3,"hamstring",2,5,0,0,0,0,0,0,1,0,1
"Muhammad Wilkerson","New York Jets","nyj",2015,16,3,0,"ribs wrist toe",5,16,0,0,1,0,0,1,0,1,3
"Leonard Williams","New York Jets","nyj",2015,16,3,0,"calf  ankle knee",1,7,0,0,0,0,0,0,2,1,3
"Marcus Williams","New York Jets","nyj",2015,16,7,3,"hamstring knee",5,14,0,0,0,0,0,0,2,0,2
"Nelson Agholor","Philadelphia Eagles","phi",2015,16,5,3,"ankle hip",6,12,0,0,0,1,0,0,0,1,2
"Seyi Ajirotutu","Philadelphia Eagles","phi",2015,16,5,3,"concussion elbow calf ankle",2,16,1,0,0,0,1,0,1,1,4
"Kiko Alonso","Philadelphia Eagles","phi",2015,16,8,5,"knee ankle",3,11,0,0,0,0,0,0,1,1,2
"Josh Andrews","Philadelphia Eagles","phi",2015,16,2,2,"concussion",9,10,1,0,0,0,0,0,0,0,1
"Brandon Bair","Philadelphia Eagles","phi",2015,16,4,4,"groin",5,8,0,0,0,0,0,0,1,0,1
"Allen Barbre","Philadelphia Eagles","phi",2015,16,2,0,"groin calf",5,14,0,0,0,0,0,0,2,0,2
"Kenjon Barner","Philadelphia Eagles","phi",2015,16,1,0,"ankle",13,13,0,0,0,0,0,0,0,1,1
"Connor Barwin","Philadelphia Eagles","phi",2015,16,2,0,"quadricep",10,11,0,0,0,0,0,0,1,0,1
"Sam Bradford","Philadelphia Eagles","phi",2015,16,6,2,"concussion leftshoulder",10,15,1,1,0,0,0,0,0,0,2
"Bryan Braman","Philadelphia Eagles","phi",2015,16,1,0,"shoulder",8,8,0,1,0,0,0,0,0,0,1
"Trey Burton","Philadelphia Eagles","phi",2015,16,3,0,"shoulder hamstring",3,9,0,1,0,0,0,0,1,0,2
"Nolan Carroll","Philadelphia Eagles","phi",2015,16,5,5,"ankle",12,16,0,0,0,0,0,0,0,1,1
"Riley Cooper","Philadelphia Eagles","phi",2015,16,3,0,"knee toe",4,9,0,0,0,0,0,0,1,1,2
"Jerome Couplin","Philadelphia Eagles","phi",2015,16,8,8,"shoulder",9,16,0,1,0,0,0,0,0,0,1
"Fletcher Cox","Philadelphia Eagles","phi",2015,16,1,0,"groin",3,3,0,0,0,0,0,0,1,0,1
"Zach Ertz","Philadelphia Eagles","phi",2015,16,4,1,"groin  concussion hip",1,13,1,0,0,1,0,0,1,0,3
"Andrew Gardner","Philadelphia Eagles","phi",2015,16,13,13,"foot",4,16,0,0,0,0,0,0,0,1,1
"Taylor Hart","Philadelphia Eagles","phi",2015,16,3,2,"shoulder",3,5,0,1,0,0,0,0,0,0,1
"Jordan Hicks","Philadelphia Eagles","phi",2015,16,8,8,"pectoral",9,16,0,0,1,0,0,0,0,0,1
"Josh Huff","Philadelphia Eagles","phi",2015,16,4,0,"hamstring knee back concussion",4,12,1,0,1,0,0,0,2,0,4
"Malcolm Jenkins","Philadelphia Eagles","phi",2015,16,1,0,"concussion",9,9,1,0,0,0,0,0,0,0,1
"Lane Johnson","Philadelphia Eagles","phi",2015,16,4,0,"knee shoulder",5,14,0,1,0,0,0,0,1,0,2
"Jason Kelce","Philadelphia Eagles","phi",2015,16,2,0,"knee",11,12,0,0,0,0,0,0,1,0,1
"Dennis Kelly","Philadelphia Eagles","phi",2015,16,2,0,"ankle",12,16,0,0,0,0,0,0,0,1,1
"Mychal Kendricks","Philadelphia Eagles","phi",2015,16,5,3,"hamstring",3,7,0,0,0,0,0,0,1,0,1
"Bennie Logan","Philadelphia Eagles","phi",2015,16,4,2,"knee calf",13,16,0,0,0,0,0,0,2,0,2
"Travis Long","Philadelphia Eagles","phi",2015,16,15,15,"knee",2,16,0,0,0,0,0,0,1,0,1
"Chris Maragos","Philadelphia Eagles","phi",2015,16,3,1,"hip quadricep",3,5,0,0,0,1,0,0,1,0,2
"Ryan Mathews","Philadelphia Eagles","phi",2015,16,7,3,"groin concussion",6,13,1,0,0,0,0,0,1,0,2
"Jordan Matthews","Philadelphia Eagles","phi",2015,16,1,0,"back",14,14,0,0,1,0,0,0,0,0,1
"Byron Maxwell","Philadelphia Eagles","phi",2015,16,4,2,"quadricep ankle shoulder",5,16,0,1,0,0,0,0,1,1,3
"David Molk","Philadelphia Eagles","phi",2015,16,15,15,"bicep",2,16,0,0,0,0,1,0,0,0,1
"DeMarco Murray","Philadelphia Eagles","phi",2015,16,3,1,"hamstring groin",3,9,0,0,0,0,0,0,2,0,2
"Cody Parkey","Philadelphia Eagles","phi",2015,16,13,13,"groin",4,16,0,0,0,0,0,0,1,0,1
"Jason Peters","Philadelphia Eagles","phi",2015,16,7,2,"quadricep back",4,12,0,0,1,0,0,0,1,0,2
"Eric Rowe","Philadelphia Eagles","phi",2015,16,3,0,"ankle concussion",13,15,1,0,0,0,0,0,0,1,2
"DeMeco Ryans","Philadelphia Eagles","phi",2015,16,5,2,"hamstring",7,11,0,0,0,0,0,0,1,0,1
"JaCorey Shepherd","Philadelphia Eagles","phi",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Marcus Smith","Philadelphia Eagles","phi",2015,16,3,2,"hamstring",1,14,0,0,0,0,0,0,1,0,1
"Caleb Sturgis","Philadelphia Eagles","phi",2015,16,1,0,"righthamstring",16,16,0,0,0,0,0,0,1,0,1
"Cedric Thornton","Philadelphia Eagles","phi",2015,16,7,3,"hand ankle",3,14,0,0,0,0,0,1,0,1,2
"Walter Thurmond","Philadelphia Eagles","phi",2015,16,4,0,"hamstring elbow",10,13,0,0,0,0,1,0,1,0,2
"Matt Tobin","Philadelphia Eagles","phi",2015,16,1,0,"knee",14,14,0,0,0,0,0,0,1,0,1
