"","X","Player_id","Player","year","team","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","name","full_team","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"1483","all_info.3823","ReedEd00","Reed,Ed",2010,"rav",18,6,10,"hip  ankle illness neck chest",1,17,"Ed Reed","Baltimore Ravens",1,0,1,1,0,0,0,1
"1484","all_info.3921","RiceRa00","Rice,Ray",2010,"rav",18,0,5,"ankle knee",3,7,"Ray Rice","Baltimore Ravens",0,0,0,0,0,0,1,1
"1485","all_info.4020","SmitMa01","Smith,Marcus",2010,"rav",18,0,3,"knee back shoulder",2,15,"Marcus Smith","Baltimore Ravens",0,1,1,0,0,0,1,0
"1486","all_info.4123","StalDo00","Stallworth,Donte'",2010,"rav",18,7,9,"foot  illness",1,18,"Donte' Stallworth","Baltimore Ravens",0,0,0,0,0,0,0,1
"1487","all_info.4220","SuggTe99","Suggs,Terrell",2010,"rav",18,0,2,"ankle knee",3,17,"Terrell Suggs","Baltimore Ravens",0,0,0,0,0,0,1,1
"1488","all_info.4317","TalaKe00","Talavou,Kelly",2010,"rav",18,18,18,"knee",1,18,"Kelly Talavou","Baltimore Ravens",0,0,0,0,0,0,1,0
"1489","all_info.4415","WashFa20","Washington,Fabian",2010,"rav",18,1,5,"illness thigh back",5,16,"Fabian Washington","Baltimore Ravens",0,0,1,0,0,0,1,0
"1490","all_info.4513","WebbLa99","Webb,Lardarius",2010,"rav",18,1,2,"knee  thigh",1,13,"Lardarius Webb","Baltimore Ravens",0,0,0,0,0,0,2,0
"1491","all_info.4613","WilsJo99","Wilson,Josh",2010,"rav",18,1,3,"hamstring thigh shoulder",6,17,"Josh Wilson","Baltimore Ravens",0,1,0,0,0,0,2,0
"1492","all_info.4711","ZbikTo99","Zbikowski,Tom",2010,"rav",18,10,12,"thigh foot back",5,18,"Tom Zbikowski","Baltimore Ravens",0,0,1,0,0,0,1,1
"1493","all_info35","BaloMi20","Balogun,Mike",2010,"buf",16,1,1,"illness",16,16,"Mike Balogun","Buffalo Bills",0,0,0,0,0,0,0,0
"1494","all_info.1148","BattDa99","Batten,Danny",2010,"buf",16,16,16,"shoulder",1,16,"Danny Batten","Buffalo Bills",0,1,0,0,0,0,0,0
"1495","all_info.2148","BellDe20","Bell,Demetress",2010,"buf",16,0,10,"knee",7,16,"Demetress Bell","Buffalo Bills",0,0,0,0,0,0,1,0
"1496","all_info.3146","ByrdJa99","Byrd,Jairus",2010,"buf",16,0,2,"groin  thigh",1,7,"Jairus Byrd","Buffalo Bills",0,0,0,0,0,0,2,0
"1497","all_info.4106","ColeAn01","Coleman,Antonio",2010,"buf",16,6,6,"hamstring  knee",1,16,"Antonio Coleman","Buffalo Bills",0,0,0,0,0,0,2,0
"1498","all_info.540","CornRe99","Corner,Reggie",2010,"buf",16,0,1,"ankle",9,9,"Reggie Corner","Buffalo Bills",0,0,0,0,0,0,0,1
"1499","all_info.635","CortJo20","Corto,Jon",2010,"buf",16,5,6,"wrist  illness",1,16,"Jon Corto","Buffalo Bills",0,0,0,0,0,1,0,0
"1500","all_info.735","DaviAn20","Davis,Andra",2010,"buf",16,10,11,"shoulder",4,16,"Andra Davis","Buffalo Bills",0,1,0,0,0,0,0,0
"1501","all_info.835","EaslMa00","Easley,Marcus",2010,"buf",16,16,16,"knee",1,16,"Marcus Easley","Buffalo Bills",0,0,0,0,0,0,1,0
"1502","all_info.935","EdwaDw20","Edwards,Dwan",2010,"buf",16,5,5,"hamstring",12,16,"Dwan Edwards","Buffalo Bills",0,0,0,0,0,0,1,0
"1503","all_info.1035","ElliKe20","Ellison,Keith",2010,"buf",16,8,10,"knee",3,16,"Keith Ellison","Buffalo Bills",0,0,0,0,0,0,1,0
"1504","all_info.1149","EvanLe00","Evans,Lee",2010,"buf",16,3,4,"ankle",9,16,"Lee Evans","Buffalo Bills",0,0,0,0,0,0,0,1
"1505","all_info.1237","FitzRy00","Fitzpatrick,Ryan",2010,"buf",16,1,1,"knee",16,16,"Ryan Fitzpatrick","Buffalo Bills",0,0,0,0,0,0,1,0
"1506","all_info.1335","FlorDr20","Florence,Drayton",2010,"buf",16,0,1,"fibula",14,14,"Drayton Florence","Buffalo Bills",0,0,0,0,0,0,1,0
"1507","all_info.1435","GreeCo20","Green,Cornell",2010,"buf",16,5,5,"knee",6,10,"Cornell Green","Buffalo Bills",0,0,0,0,0,0,1,0
"1508","all_info.1535","HangGe20","Hangartner,Geoff",2010,"buf",16,4,5,"ankle knee",2,16,"Geoff Hangartner","Buffalo Bills",0,0,0,0,0,0,1,1
"1509","all_info.1635","HarrCa99","Harris,Cary",2010,"buf",16,2,2,"hamstring",2,3,"Cary Harris","Buffalo Bills",0,0,0,0,0,0,1,0
"1510","all_info.1735","HowaCo20","Howard,Cordaro",2010,"buf",16,3,4,"shoulder",8,16,"Cordaro Howard","Buffalo Bills",0,1,0,0,0,0,0,0
"1511","all_info.1835","JackFr02","Jackson,Fred",2010,"buf",16,0,1,"hand",1,1,"Fred Jackson","Buffalo Bills",0,0,0,0,0,1,0,0
"1512","all_info.1935","JohnSp20","Johnson,Spencer",2010,"buf",16,2,3,"hamstring",10,12,"Spencer Johnson","Buffalo Bills",0,0,0,0,0,0,1,0
"1513","all_info.2035","JoneDo00","Jones,Donald",2010,"buf",16,1,2,"knee head",8,16,"Donald Jones","Buffalo Bills",1,0,0,0,0,0,1,0
"1514","all_info.2149","KelsCh21","Kelsay,Chris",2010,"buf",16,0,6,"knee illness",9,16,"Chris Kelsay","Buffalo Bills",0,0,0,0,0,0,1,0
"1515","all_info.2237","KlopJo00","Klopfenstein,Joe",2010,"buf",16,16,16,"undisclosed",1,16,"Joe Klopfenstein","Buffalo Bills",0,0,0,0,0,0,0,0
"1516","all_info.2335","LeviAn20","Levitre,Andy",2010,"buf",16,0,2,"neck knee",3,14,"Andy Levitre","Buffalo Bills",1,0,0,0,0,0,1,0
"1517","all_info.2435","LyncMa00","Lynch,Marshawn",2010,"buf",16,0,0,"",Inf,-Inf,"Marshawn Lynch","Buffalo Bills",0,0,0,0,0,0,0,0
"1518","all_info.2535","McGeTe99","McGee,Terrence",2010,"buf",16,7,9,"knee back head",4,16,"Terrence McGee","Buffalo Bills",1,0,1,0,0,0,1,0
"1519","all_info.2635","McInCo00","McIntyre,Corey",2010,"buf",16,0,1,"ankle",10,10,"Corey McIntyre","Buffalo Bills",0,0,0,0,0,0,0,1
"1520","all_info.2735","MerrSh99","Merriman,Shawne",2010,"buf",16,8,8,"achilles calf achilles",9,16,"Shawne Merriman","Buffalo Bills",0,0,0,0,0,0,1,2
"1521","all_info.2835","MitcKa20","Mitchell,Kawika",2010,"buf",16,4,4,"foot",1,4,"Kawika Mitchell","Buffalo Bills",0,0,0,0,0,0,0,1
"1522","all_info.2935","MoatAr00","Moats,Arthur",2010,"buf",16,1,2,"arm elbow",5,6,"Arthur Moats","Buffalo Bills",0,0,0,0,2,0,0,0
"1523","all_info.3035","MoorBr24","Moorman,Brian",2010,"buf",16,0,1,"back",2,2,"Brian Moorman","Buffalo Bills",0,0,1,0,0,0,0,0
"1524","all_info.3147","NelsDa01","Nelson,David",2010,"buf",16,1,1,"rib",16,16,"David Nelson","Buffalo Bills",0,0,1,0,0,0,0,0
"1525","all_info.3233","NelsSh00","Nelson,Shawn",2010,"buf",16,7,8,"groin illness migraines",5,16,"Shawn Nelson","Buffalo Bills",0,0,0,0,0,0,1,0
"1526","all_info.3331","ParrRo00","Parrish,Roscoe",2010,"buf",16,8,8,"wrist",9,16,"Roscoe Parrish","Buffalo Bills",0,0,0,0,0,1,0,0
"1527","all_info.3430","PoluPa99","Posluszny,Paul",2010,"buf",16,2,3,"knee",2,4,"Paul Posluszny","Buffalo Bills",0,0,0,0,0,0,1,0
"1528","all_info.3528","ScotBr20","Scott,Bryan",2010,"buf",16,1,2,"knee",5,6,"Bryan Scott","Buffalo Bills",0,0,0,0,0,0,1,0
"1529","all_info.3626","SpilC.00","Spiller,C.J.",2010,"buf",16,2,3,"hamstring",10,12,"C.J. Spiller","Buffalo Bills",0,0,0,0,0,0,1,0
"1530","all_info.3726","StroMa01","Stroud,Marcus",2010,"buf",16,1,2,"ankle",4,5,"Marcus Stroud","Buffalo Bills",0,0,0,0,0,0,0,1
"1531","all_info.3824","StupJo00","Stupar,Jonathan",2010,"buf",16,0,1,"foot",4,4,"Jonathan Stupar","Buffalo Bills",0,0,0,0,0,0,0,1
"1532","all_info.3922","TorbRe20","Torbor,Reggie",2010,"buf",16,6,7,"chest  shoulder",1,16,"Reggie Torbor","Buffalo Bills",0,1,1,0,0,0,0,0
"1533","all_info.4021","TrouTo00","Troup,Torell",2010,"buf",16,1,2,"fibula back",12,16,"Torell Troup","Buffalo Bills",0,0,1,0,0,0,1,0
"1534","all_info.4124","UrbiKr20","Urbik,Kraig",2010,"buf",16,4,4,"leg",13,16,"Kraig Urbik","Buffalo Bills",0,0,0,0,0,0,1,0
"1535","all_info.4221","WhitDo20","Whitner,Donte",2010,"buf",16,0,1,"knee",13,13,"Donte Whitner","Buffalo Bills",0,0,0,0,0,0,1,0
"1536","all_info.4318","WillKy20","Williams,Kyle",2010,"buf",16,0,4,"ankle hamstring hip",6,16,"Kyle Williams","Buffalo Bills",0,0,0,1,0,0,1,1
"1537","all_info.4416","WoodEr20","Wood,Eric",2010,"buf",16,2,5,"knee fibula ankle",8,12,"Eric Wood","Buffalo Bills",0,0,0,0,0,0,2,1
"1538","all_info.4514","YoubAs20","Youboty,Ashton",2010,"buf",16,0,1,"hamstring",5,5,"Ashton Youboty","Buffalo Bills",0,0,0,0,0,0,1,0
"1539","all_info36","AndeJa21","Anderson,James",2010,"car",16,0,2,"concussion ankle",12,14,"James Anderson","Carolina Panthers",1,0,0,0,0,0,0,1
"1540","all_info.1150","BarnGa01","Barnidge,Gary",2010,"car",16,0,1,"ribs",3,3,"Gary Barnidge","Carolina Panthers",0,0,1,0,0,0,0,0
"1541","all_info.2150","BeasJo99","Beason,Jon",2010,"car",16,0,2,"knee",10,13,"Jon Beason","Carolina Panthers",0,0,0,0,0,0,1,0
"1542","all_info.3148","BernMa20","Bernadeau,Mackenzy",2010,"car",16,0,2,"shoulder knee",4,15,"Mackenzy Bernadeau","Carolina Panthers",0,1,0,0,0,0,1,0
"1543","all_info.4107","BrayTy20","Brayton,Tyler",2010,"car",16,1,5,"ankle  hip",1,15,"Tyler Brayton","Carolina Panthers",0,0,0,1,0,0,0,1
"1544","all_info.542","BrowEv99","Brown,Everette",2010,"car",16,3,3,"wrist",14,16,"Everette Brown","Carolina Panthers",0,0,0,0,0,1,0,0
"1545","all_info.636","ClauJi00","Clausen,Jimmy",2010,"car",16,1,2,"concussion",10,11,"Jimmy Clausen","Carolina Panthers",1,0,0,0,0,0,0,0
"1546","all_info.736","ConnDa99","Connor,Dan",2010,"car",16,8,8,"hip",9,16,"Dan Connor","Carolina Panthers",0,0,0,1,0,0,0,0
"1547","all_info.836","DaviC.20","Davis,C.J.",2010,"car",16,9,16,"concussion",1,16,"C.J. Davis","Carolina Panthers",1,0,0,0,0,0,0,0
"1548","all_info.936","DaviTh20","Davis,Thomas",2010,"car",16,16,16,"knee",1,16,"Thomas Davis","Carolina Panthers",0,0,0,0,0,0,1,0
"1549","all_info.1036","EdwaAr00","Edwards,Armanti",2010,"car",16,4,5,"back illness",11,16,"Armanti Edwards","Carolina Panthers",0,0,1,0,0,0,0,0
"1550","all_info.1151","FiamTo00","Fiammetta,Tony",2010,"car",16,2,2,"ankle",15,16,"Tony Fiammetta","Carolina Panthers",0,0,0,0,0,0,0,1
"1551","all_info.1238","GambCh20","Gamble,Chris",2010,"car",16,5,6,"ankle hamstring",2,16,"Chris Gamble","Carolina Panthers",0,0,0,0,0,0,1,1
"1552","all_info.1336","GoodMi00","Goodson,Mike",2010,"car",16,0,1,"illness",15,15,"Mike Goodson","Carolina Panthers",0,0,0,0,0,0,0,0
"1553","all_info.1436","HardGr99","Hardy,Greg",2010,"car",16,1,4,"foot concussion knee",4,14,"Greg Hardy","Carolina Panthers",1,0,0,0,0,0,1,1
"1554","all_info.1536","HarrNi99","Harris,Nic",2010,"car",16,1,5,"knee head ankle",9,16,"Nic Harris","Carolina Panthers",1,0,0,0,0,0,1,1
"1555","all_info.1636","HaydNi99","Hayden,Nick",2010,"car",16,0,1,"head",16,16,"Nick Hayden","Carolina Panthers",1,0,0,0,0,0,0,0
"1556","all_info.1736","HudsMa20","Hudson,Marcus",2010,"car",16,2,5,"ankle",10,14,"Marcus Hudson","Carolina Panthers",0,0,0,0,0,0,0,1
"1557","all_info.1836","JohnCh98","Johnson,Charles",2010,"car",16,0,2,"calf hip",3,10,"Charles Johnson","Carolina Panthers",0,0,0,1,0,0,1,0
"1558","all_info.1936","JohnEd99","Johnson,Edward",2010,"car",16,2,2,"knee",13,16,"Edward Johnson","Carolina Panthers",0,0,0,0,0,0,1,0
"1559","all_info.2036","LaFeBr00","LaFell,Brandon",2010,"car",16,2,4,"hamstring concussion",2,11,"Brandon LaFell","Carolina Panthers",1,0,0,0,0,0,1,0
"1560","all_info.2151","LeonLo99","Leonard,Louis",2010,"car",16,1,2,"elbow",2,3,"Louis Leonard","Carolina Panthers",0,0,0,0,1,0,0,0
"1561","all_info.2238","MartCh00","Martin,Charly",2010,"car",16,15,15,"concussion concussion hamstring",2,16,"Charly Martin","Carolina Panthers",2,0,0,0,0,0,1,0
"1562","all_info.2336","MartSh99","Martin,Sherrod",2010,"car",16,1,2,"concussion",5,6,"Sherrod Martin","Carolina Panthers",1,0,0,0,0,0,0,0
"1563","all_info.2436","McClRo98","McClain,Robert",2010,"car",16,0,1,"hip",12,12,"Robert McClain","Carolina Panthers",0,0,0,1,0,0,0,0
"1564","all_info.2536","MoorMa01","Moore,Matt",2010,"car",16,8,9,"concussion shoulder",2,16,"Matt Moore","Carolina Panthers",1,1,0,0,0,0,0,0
"1565","all_info.2636","MunnCa99","Munnerlyn,Captain",2010,"car",16,0,4,"foot shoulder",5,13,"Captain Munnerlyn","Carolina Panthers",0,1,0,0,0,0,0,1
"1566","all_info.2736","OtahJe20","Otah,Jeff",2010,"car",16,16,16,"knee",1,16,"Jeff Otah","Carolina Panthers",0,0,0,0,0,0,1,0
"1567","all_info.2836","PikeTo00","Pike,Tony",2010,"car",16,6,6,"shoulder",11,16,"Tony Pike","Carolina Panthers",0,1,0,0,0,0,0,0
"1568","all_info.2936","PughJo99","Pugh,Jordan",2010,"car",16,1,2,"hamstring",11,12,"Jordan Pugh","Carolina Panthers",0,0,0,0,0,0,1,0
"1569","all_info.3036","RobiDu21","Robinson,Duke",2010,"car",16,16,16,"undisclosed",1,16,"Duke Robinson","Carolina Panthers",0,0,0,0,0,0,0,0
"1570","all_info.3149","RosaDa00","Rosario,Dante",2010,"car",16,0,1,"knee",6,6,"Dante Rosario","Carolina Panthers",0,0,0,0,0,0,1,0
"1571","all_info.3234","SchwGe20","Schwartz,Geoff",2010,"car",16,0,1,"back",12,12,"Geoff Schwartz","Carolina Panthers",0,0,1,0,0,0,0,0
"1572","all_info.3332","SennJo00","Senn,Jordan",2010,"car",16,2,5,"ankle  knee",1,15,"Jordan Senn","Carolina Panthers",0,0,0,0,0,0,1,1
"1573","all_info.3431","SmitSt01","Smith,Steve",2010,"car",16,2,4,"thigh ankle calf",3,16,"Steve Smith","Carolina Panthers",0,0,0,0,0,0,2,1
"1574","all_info.3529","St.PBr20","St. Pierre,Brian",2010,"car",16,3,3,"shoulder",11,13,"Brian St. Pierre","Carolina Panthers",0,1,0,0,0,0,0,0
"1575","all_info.3627","StewJo00","Stewart,Jonathan",2010,"car",16,2,4,"concussion foot",9,16,"Jonathan Stewart","Carolina Panthers",1,0,0,0,0,0,0,1
"1576","all_info.3727","SuttTy00","Sutton,Tyrell",2010,"car",16,4,7,"shoulder  ankle",1,13,"Tyrell Sutton","Carolina Panthers",0,1,0,0,0,0,0,1
"1577","all_info.3825","TaylHi99","Taylor,Hilee",2010,"car",16,16,16,"knee",1,16,"Hilee Taylor","Carolina Panthers",0,0,0,0,0,0,1,0
"1578","all_info.3923","ThomDe02","Thomas,Devin",2010,"car",16,1,1,"groin",7,7,"Devin Thomas","Carolina Panthers",0,0,0,0,0,0,1,0
"1579","all_info.4022","WharTr20","Wharton,Travelle",2010,"car",16,7,9,"ankle knee toe",4,16,"Travelle Wharton","Carolina Panthers",0,0,0,0,0,0,1,2
"1580","all_info.4125","WillDe02","Williams,DeAngelo",2010,"car",16,10,11,"illness foot",5,16,"DeAngelo Williams","Carolina Panthers",0,0,0,0,0,0,0,1
"1581","all_info.4222","WillGa23","Williams,Garry",2010,"car",16,0,1,"knee",15,15,"Garry Williams","Carolina Panthers",0,0,0,0,0,0,1,0
"1582","all_info.4319","WillJa21","Williams,Jamar",2010,"car",16,13,13,"neck",4,16,"Jamar Williams","Carolina Panthers",1,0,0,0,0,0,0,0
"1583","all_info.4417","WillJa95","Williams,Jason",2010,"car",16,4,4,"knee",13,16,"Jason Williams","Carolina Panthers",0,0,0,0,0,0,1,0
"1584","all_info.4515","WrigWa00","Wright,Wallace",2010,"car",16,16,16,"shoulder",1,16,"Wallace Wright","Carolina Panthers",0,1,0,0,0,0,0,0
"1585","all_info37","AdamAn20","Adams,Anthony",2010,"chi",18,0,1,"calf",17,17,"Anthony Adams","Chicago Bears",0,0,0,0,0,0,1,0
"1586","all_info.1152","AromDe00","Aromashodu,Devin",2010,"chi",18,0,1,"knee",2,2,"Devin Aromashodu","Chicago Bears",0,0,0,0,0,0,1,0
"1587","all_info.2152","BennEa00","Bennett,Earl",2010,"chi",18,2,4,"hamstring  ankle",1,16,"Earl Bennett","Chicago Bears",0,0,0,0,0,0,1,1
"1588","all_info.3150","BowmZa20","Bowman,Zackary",2010,"chi",18,3,5,"foot",7,15,"Zackary Bowman","Chicago Bears",0,0,0,0,0,0,0,1
"1589","all_info.4108","BrigLa99","Briggs,Lance",2010,"chi",18,1,6,"ankle  shoulder",1,15,"Lance Briggs","Chicago Bears",0,1,0,0,0,0,0,1
"1590","all_info.543","ClarDe00","Clark,Desmond",2010,"chi",18,1,2,"ankle  neck",1,8,"Desmond Clark","Chicago Bears",1,0,0,0,0,0,0,1
"1591","all_info.637","CollTo00","Collins,Todd",2010,"chi",18,0,1,"neck",5,5,"Todd Collins","Chicago Bears",1,0,0,0,0,0,0,0
"1592","all_info.737","CutlJa00","Cutler,Jay",2010,"chi",18,1,2,"concussion",5,6,"Jay Cutler","Chicago Bears",1,0,0,0,0,0,0,0
"1593","all_info.837","DaviRa00","Davis,Rashied",2010,"chi",18,0,2,"quadriceps shoulder",10,12,"Rashied Davis","Chicago Bears",0,1,0,0,0,0,1,0
"1594","all_info.937","FortMa00","Forte,Matt",2010,"chi",18,0,1,"knee",2,2,"Matt Forte","Chicago Bears",0,0,0,0,0,0,1,0
"1595","all_info.1037","GarzRo20","Garza,Roberto",2010,"chi",18,2,4,"knee",4,8,"Roberto Garza","Chicago Bears",0,0,0,0,0,0,1,0
"1596","all_info.1153","GrahCo99","Graham,Corey",2010,"chi",18,0,1,"calf",15,15,"Corey Graham","Chicago Bears",0,0,0,0,0,0,1,0
"1597","all_info.1239","HarrCh20","Harris,Chris",2010,"chi",18,0,3,"neck knee hip",4,18,"Chris Harris","Chicago Bears",1,0,0,1,0,0,1,0
"1598","all_info.1337","HestDe99","Hester,Devin",2010,"chi",18,0,1,"shoulder",10,10,"Devin Hester","Chicago Bears",0,1,0,0,0,0,0,0
"1599","all_info.1437","HillHu20","Hillenmeyer,Hunter",2010,"chi",18,17,17,"concussion",2,18,"Hunter Hillenmeyer","Chicago Bears",1,0,0,0,0,0,0,0
"1600","all_info.1537","IdonIs20","Idonije,Israel",2010,"chi",18,0,3,"foot thumb",3,18,"Israel Idonije","Chicago Bears",0,0,0,0,0,1,0,1
"1601","all_info.1637","IwuhBr20","Iwuh,Brian",2010,"chi",18,0,1,"quadriceps",3,3,"Brian Iwuh","Chicago Bears",0,0,0,0,0,0,1,0
"1602","all_info.1737","JennTi20","Jennings,Tim",2010,"chi",18,0,1,"knee",9,9,"Tim Jennings","Chicago Bears",0,0,0,0,0,0,1,0
"1603","all_info.1837","KnoxJo00","Knox,Johnny",2010,"chi",18,0,1,"ankle",10,10,"Johnny Knox","Chicago Bears",0,0,0,0,0,0,0,1
"1604","all_info.1937","KreuOl00","Kreutz,Olin",2010,"chi",18,0,1,"hamstring",9,9,"Olin Kreutz","Chicago Bears",0,0,0,0,0,0,1,0
"1605","all_info.2037","LouiLa20","Louis,Lance",2010,"chi",18,0,1,"knee",5,5,"Lance Louis","Chicago Bears",0,0,0,0,0,0,1,0
"1606","all_info.2153","MannDa21","Manning,Danieal",2010,"chi",18,0,1,"back",7,7,"Danieal Manning","Chicago Bears",0,0,1,0,0,0,0,0
"1607","all_info.2239","MoorDJ99","Moore,D.J.",2010,"chi",18,0,1,"head",9,9,"D.J. Moore","Chicago Bears",1,0,0,0,0,0,0,0
"1608","all_info.2337","RoacNi99","Roach,Nick",2010,"chi",18,1,3,"hamstring back",2,13,"Nick Roach","Chicago Bears",0,0,1,0,0,0,1,0
"1609","all_info.2437","StelCr99","Steltz,Craig",2010,"chi",18,2,2,"ankle",1,15,"Craig Steltz","Chicago Bears",0,0,0,0,0,0,0,1
"1610","all_info.2537","TaylCh01","Taylor,Chester",2010,"chi",18,0,1,"knee",13,13,"Chester Taylor","Chicago Bears",0,0,0,0,0,0,1,0
"1611","all_info.2637","TillCh20","Tillman,Charles",2010,"chi",18,0,2,"calf knee",6,15,"Charles Tillman","Chicago Bears",0,0,0,0,0,0,2,0
"1612","all_info.2737","TinoPi20","Tinoisamoa,Pisa",2010,"chi",18,4,9,"knee",10,18,"Pisa Tinoisamoa","Chicago Bears",0,0,0,0,0,0,1,0
"1613","all_info.2837","UngaHa00","Unga,Harvey",2010,"chi",18,18,18,"hamstring",1,18,"Harvey Unga","Chicago Bears",0,0,0,0,0,0,1,0
"1614","all_info.2937","UrlaBr00","Urlacher,Brian",2010,"chi",18,0,2,"groin",6,7,"Brian Urlacher","Chicago Bears",0,0,0,0,0,0,1,0
"1615","all_info.3037","WillCh03","Williams,Chris",2010,"chi",18,3,4,"hamstring",3,6,"Chris Williams","Chicago Bears",0,0,0,0,0,0,1,0
"1616","all_info.3151","WillEd02","Williams,Edwin",2010,"chi",18,1,1,"back",8,8,"Edwin Williams","Chicago Bears",0,0,1,0,0,0,0,0
"1617","all_info.3235","WrigMa99","Wright,Major",2010,"chi",18,5,7,"finger  hamstring ankle",1,15,"Major Wright","Chicago Bears",0,0,0,0,0,1,1,1
"1618","all_info38","AtkiGe99","Atkins,Geno",2010,"cin",16,0,1,"head",1,1,"Geno Atkins","Cincinnati Bengals",1,0,0,0,0,0,0,0
"1619","all_info.1154","BensCe00","Benson,Cedric",2010,"cin",16,0,4,"shoulder knee eye",2,11,"Cedric Benson","Cincinnati Bengals",1,1,0,0,0,0,1,0
"1620","all_info.2154","CaldAn00","Caldwell,Andre",2010,"cin",16,1,2,"groin",1,2,"Andre Caldwell","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1621","all_info.3152","CookKy20","Cook,Kyle",2010,"cin",16,0,2,"shoulder elbow",13,15,"Kyle Cook","Cincinnati Bengals",0,1,0,0,1,0,0,0
"1622","all_info.4109","CrocCh20","Crocker,Chris",2010,"cin",16,7,8,"calf knee",9,16,"Chris Crocker","Cincinnati Bengals",0,0,0,0,0,0,2,0
"1623","all_info.544","DunlCa99","Dunlap,Carlos",2010,"cin",16,0,3,"illness hip shoulder",9,16,"Carlos Dunlap","Cincinnati Bengals",0,1,0,1,0,0,0,0
"1624","all_info.638","FaneJo20","Fanene,Jonathan",2010,"cin",16,14,15,"hamstring",2,16,"Jonathan Fanene","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1625","all_info.738","GheeBr99","Ghee,Brandon",2010,"cin",16,8,8,"head  groin",1,16,"Brandon Ghee","Cincinnati Bengals",1,0,0,0,0,0,1,0
"1626","all_info.838","GresJe00","Gresham,Jermaine",2010,"cin",16,1,2,"personal knee",13,16,"Jermaine Gresham","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1627","all_info.938","HallLe98","Hall,Leon",2010,"cin",16,0,1,"hamstring",7,7,"Leon Hall","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1628","all_info.1038","JohnBr20","Johnson,Brandon",2010,"cin",16,0,1,"knee",7,7,"Brandon Johnson","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1629","all_info.1155","JohnCh01","Johnson,Chad",2010,"cin",16,2,7,"groin ankle shoulder",5,16,"Chad Johnson","Cincinnati Bengals",0,1,0,0,0,0,1,1
"1630","all_info.1240","JohnTa20","Johnson,Tank",2010,"cin",16,9,10,"toe knee",3,16,"Tank Johnson","Cincinnati Bengals",0,0,0,0,0,0,1,1
"1631","all_info.1338","JonePa20","Jones,Adam",2010,"cin",16,11,12,"shoulder neck",3,16,"Adam Jones","Cincinnati Bengals",1,1,0,0,0,0,0,0
"1632","all_info.1438","JoneDh20","Jones,Dhani",2010,"cin",16,0,1,"hamstring",5,5,"Dhani Jones","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1633","all_info.1538","JoseJo20","Joseph,Johnathan",2010,"cin",16,4,9,"arm ankle",5,16,"Johnathan Joseph","Cincinnati Bengals",0,0,0,0,1,0,0,1
"1634","all_info.1638","LeonBr00","Leonard,Brian",2010,"cin",16,5,7,"foot  thigh ankle",1,16,"Brian Leonard","Cincinnati Bengals",0,0,0,0,0,0,1,2
"1635","all_info.1738","LiviNa20","Livings,Nate",2010,"cin",16,0,1,"ankle",13,13,"Nate Livings","Cincinnati Bengals",0,0,0,0,0,0,0,1
"1636","all_info.1838","MauaRe99","Maualuga,Rey",2010,"cin",16,0,4,"knee thigh shoulder",9,13,"Rey Maualuga","Cincinnati Bengals",0,1,0,0,0,0,2,0
"1637","all_info.1938","MuckRo99","Muckelroy,Roddrick",2010,"cin",16,1,2,"ankle",8,9,"Roddrick Muckelroy","Cincinnati Bengals",0,0,0,0,0,0,0,1
"1638","all_info.2038","MurrRi00","Murray,Rico",2010,"cin",16,5,6,"ankle",11,16,"Rico Murray","Cincinnati Bengals",0,0,0,0,0,0,0,1
"1639","all_info.2155","NdukCh99","Ndukwe,Nedu",2010,"cin",16,4,7,"knee thigh",7,16,"Nedu Ndukwe","Cincinnati Bengals",0,0,0,0,0,0,2,0
"1640","all_info.2240","NelsTo00","Nelson,Tom",2010,"cin",16,8,8,"ankle  undisclosed",1,16,"Tom Nelson","Cincinnati Bengals",0,0,0,0,0,0,0,1
"1641","all_info.2338","nugenmik01","Nugent,Mike",2010,"cin",16,7,7,"knee",10,16,"Mike Nugent","Cincinnati Bengals",0,0,0,0,0,0,1,0
"1642","all_info.2438","OdomAn20","Odom,Antwan",2010,"cin",16,8,9,"wrist",3,16,"Antwan Odom","Cincinnati Bengals",0,0,0,0,0,1,0,0
"1643","all_info.2538","OwenTe00","Owens,Terrell",2010,"cin",16,2,7,"back hand illness knee",3,16,"Terrell Owens","Cincinnati Bengals",0,0,1,0,0,1,1,0
"1644","all_info.2638","PalmCa00","Palmer,Carson",2010,"cin",16,0,4,"hip shoulder foot",7,11,"Carson Palmer","Cincinnati Bengals",0,1,0,1,0,0,0,1
"1645","all_info.2738","PeerCe00","Peerman,Cedric",2010,"cin",16,1,1,"illness",9,9,"Cedric Peerman","Cincinnati Bengals",0,0,0,0,0,0,0,0
"1646","all_info.2838","RiveKe99","Rivers,Keith",2010,"cin",16,1,7,"foot",2,14,"Keith Rivers","Cincinnati Bengals",0,0,0,0,0,0,0,1
