"","X","Player_id","Player","year","team","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","name","full_team","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"1","all_info","AdamMi98","Adams,Michael",2009,"crd",18,0,3,"hamstring",8,14,"Michael Adams","Arizona Cardinals",0,0,0,0,0,0,1,0
"2","all_info.1","BankJa00","Banks,Jason",2009,"crd",18,2,2,"ankle",17,18,"Jason Banks","Arizona Cardinals",0,0,0,0,0,0,0,1
"3","all_info.2","BerrBe99","Berry,Bertrand",2009,"crd",18,0,1,"illness",13,13,"Bertrand Berry","Arizona Cardinals",0,0,0,0,0,0,0,0
"4","all_info.3","BoldAn00","Boldin,Anquan",2009,"crd",18,3,8,"hamstring  ankle ankle knee",1,18,"Anquan Boldin","Arizona Cardinals",0,0,0,0,0,0,2,2
"5","all_info.4","BranAl99","Branch,Alan",2009,"crd",18,0,1,"ankle",13,13,"Alan Branch","Arizona Cardinals",0,0,0,0,0,0,0,1
"6","all_info.5","BreaSt00","Breaston,Steve",2009,"crd",18,1,11,"knee",1,11,"Steve Breaston","Arizona Cardinals",0,0,0,0,0,0,1,0
"7","all_info.6","BrowCo96","Brown,Cody",2009,"crd",18,18,18,"wrist",1,18,"Cody Brown","Arizona Cardinals",0,0,0,0,0,1,0,0
"8","all_info.7","BrowLe20","Brown,Levi",2009,"crd",18,0,2,"ankle knee",3,6,"Levi Brown","Arizona Cardinals",0,0,0,0,0,0,1,1
"9","all_info.8","CampCa99","Campbell,Calais",2009,"crd",18,0,2,"thumb",17,18,"Calais Campbell","Arizona Cardinals",0,0,0,0,0,1,0,0
"10","all_info.9","DansKa20","Dansby,Karlos",2009,"crd",18,0,3,"shoulder",10,12,"Karlos Dansby","Arizona Cardinals",0,1,0,0,0,0,0,0
"11","all_info.10","DaviWi99","Davis,Will",2009,"crd",18,5,8,"knee",3,18,"Will Davis","Arizona Cardinals",0,0,0,0,0,0,1,0
"12","all_info.11","DockDa20","Dockett,Darnell",2009,"crd",18,0,4,"ankle",3,8,"Darnell Dockett","Arizona Cardinals",0,0,0,0,0,0,0,1
"13","all_info.12","DoucEa00","Doucet,Early",2009,"crd",18,3,3,"ribs",1,3,"Early Doucet","Arizona Cardinals",0,0,1,0,0,0,0,0
"14","all_info.13","FitzLa00","Fitzgerald,Larry",2009,"crd",18,0,3,"knee elbow",14,16,"Larry Fitzgerald","Arizona Cardinals",0,0,0,0,1,0,1,0
"15","all_info.14","GandMi20","Gandy,Mike",2009,"crd",18,6,10,"pelvis hernia",9,18,"Mike Gandy","Arizona Cardinals",0,0,1,1,0,0,0,0
"16","all_info.15","GrahBe20","Graham,Ben",2009,"crd",18,0,3,"groin",13,18,"Ben Graham","Arizona Cardinals",0,0,0,0,0,0,1,0
"17","all_info.16","GreeJu00","Green,Justin",2009,"crd",18,18,18,"knee",1,18,"Justin Green","Arizona Cardinals",0,0,0,0,0,0,1,0
"18","all_info.17","HaggCl20","Haggans,Clark",2009,"crd",18,0,0,"",Inf,-Inf,"Clark Haggans","Arizona Cardinals",0,0,0,0,0,0,0,0
"19","all_info.18","HayeGe20","Hayes,Gerald",2009,"crd",18,3,6,"back ankle",8,18,"Gerald Hayes","Arizona Cardinals",0,0,1,0,0,0,0,1
"20","all_info.19","HighAl01","Highsmith,Ali",2009,"crd",18,0,2,"hamstring thigh",3,5,"Ali Highsmith","Arizona Cardinals",0,0,0,0,0,0,2,0
"21","all_info.20","HighTi00","Hightower,Tim",2009,"crd",18,0,4,"thumb knee",12,17,"Tim Hightower","Arizona Cardinals",0,0,0,0,0,1,1,0
"22","all_info.21","IwebKe99","Iwebema,Kenny",2009,"crd",18,5,15,"ankle knee thumb shoulder head",2,17,"Kenny Iwebema","Arizona Cardinals",1,1,0,0,0,1,1,1
"23","all_info.22","JohnHe23","Johnson,Herman",2009,"crd",18,1,1,"back",8,8,"Herman Johnson","Arizona Cardinals",0,0,1,0,0,0,0,0
"24","all_info.23","JohnRa98","Johnson,Rashad",2009,"crd",18,0,2,"ankle",3,4,"Rashad Johnson","Arizona Cardinals",0,0,0,0,0,0,0,1
"25","all_info.24","KreiDa00","Kreider,Dan",2009,"crd",18,1,3,"thigh neck",13,17,"Dan Kreider","Arizona Cardinals",1,0,0,0,0,0,1,0
"26","all_info.25","LutuDe20","Lutui,Deuce",2009,"crd",18,0,1,"back",17,17,"Deuce Lutui","Arizona Cardinals",0,0,1,0,0,0,0,0
"27","all_info.26","McFaBr20","McFadden,Bryant",2009,"crd",18,0,8,"groin ankle knee hamstring chest",3,18,"Bryant McFadden","Arizona Cardinals",0,0,1,0,0,0,3,1
"28","all_info.27","MoreSe00","Morey,Sean",2009,"crd",18,3,9,"ribs  illness head concussion head",1,17,"Sean Morey","Arizona Cardinals",3,0,1,0,0,0,0,0
"29","all_info.28","OkeaCh20","Okeafor,Chike",2009,"crd",18,3,5,"shoulder back",2,11,"Chike Okeafor","Arizona Cardinals",0,1,1,0,0,0,0,0
"30","all_info.29","PatrBe00","Patrick,Ben",2009,"crd",18,3,6,"served knee head",5,17,"Ben Patrick","Arizona Cardinals",1,0,0,0,0,0,1,0
"31","all_info.30","rackenei01","Rackers,Neil",2009,"crd",18,2,9,"hamstring groin",8,18,"Neil Rackers","Arizona Cardinals",0,0,0,0,0,0,2,0
"32","all_info.31","RodgDo99","Rodgers-Cromartie,Dominique",2009,"crd",18,0,9,"finger ankle toe knee toe knee",4,18,"Dominique Rodgers-Cromartie","Arizona Cardinals",0,0,0,0,0,1,2,3
"33","all_info.32","RollAn20","Rolle,Antrel",2009,"crd",18,1,7,"quadriceps foot thigh",3,18,"Antrel Rolle","Arizona Cardinals",0,0,0,0,0,0,2,1
"34","all_info.33","SpacSt00","Spach,Stephen",2009,"crd",18,7,7,"ankle knee",5,14,"Stephen Spach","Arizona Cardinals",0,0,0,0,0,0,1,1
"35","all_info.34","St.PBr20","St. Pierre,Brian",2009,"crd",18,4,4,"back",1,17,"Brian St. Pierre","Arizona Cardinals",0,0,1,0,0,0,0,0
"36","all_info.35","TogaPa99","Togafau,Pago",2009,"crd",18,14,16,"foot",1,16,"Pago Togafau","Arizona Cardinals",0,0,0,0,0,0,0,1
"37","all_info.36","ToleGr99","Toler,Greg",2009,"crd",18,0,1,"elbow",16,16,"Greg Toler","Arizona Cardinals",0,0,0,0,1,0,0,0
"38","all_info.37","WareMa20","Ware,Matt",2009,"crd",18,7,7,"shoulder knee",2,18,"Matt Ware","Arizona Cardinals",0,1,0,0,0,0,1,0
"39","all_info.38","WarnKu00","Warner,Kurt",2009,"crd",18,1,4,"shoulder head",3,12,"Kurt Warner","Arizona Cardinals",1,1,0,0,0,0,0,0
"40","all_info.39","WellCh00","Wells,Beanie",2009,"crd",18,0,2,"hip groin",6,16,"Beanie Wells","Arizona Cardinals",0,0,0,1,0,0,1,0
"41","all_info.40","WellRe20","Wells,Reggie",2009,"crd",18,0,9,"thumb",2,10,"Reggie Wells","Arizona Cardinals",0,0,0,0,0,1,0,0
"42","all_info.41","WilsAd99","Wilson,Adrian",2009,"crd",18,0,1,"groin",10,10,"Adrian Wilson","Arizona Cardinals",0,0,0,0,0,0,1,0
"43","all_info.42","WrigJa01","Wright,Jason",2009,"crd",18,0,3,"back thumb illness",5,13,"Jason Wright","Arizona Cardinals",0,0,1,0,0,1,0,0
"44","all_info1","AbraJo00","Abraham,John",2009,"atl",16,0,3,"knee  foot",1,8,"John Abraham","Atlanta Falcons",0,0,0,0,0,0,1,1
"45","all_info.110","AndeJa98","Anderson,Jamaal",2009,"atl",16,3,3,"chest",14,16,"Jamaal Anderson","Atlanta Falcons",0,0,1,0,0,0,0,0
"46","all_info.210","BabiJo20","Babineaux,Jonathan",2009,"atl",16,0,6,"ankle shoulder",7,16,"Jonathan Babineaux","Atlanta Falcons",0,1,0,0,0,0,0,1
"47","all_info.310","BakeSa21","Baker,Sam",2009,"atl",16,2,10,"ankle elbow elbow hamstring",7,16,"Sam Baker","Atlanta Falcons",0,0,0,0,2,0,1,1
"48","all_info.43","BierKr99","Biermann,Kroy",2009,"atl",16,0,2,"neck",7,9,"Kroy Biermann","Atlanta Falcons",1,0,0,0,0,0,0,0
"49","all_info.51","BookMa00","Booker,Marty",2009,"atl",16,0,1,"abdomen",5,5,"Marty Booker","Atlanta Falcons",0,0,1,0,0,0,0,0
"50","all_info.61","bryanmat01","Bryant,Matt",2009,"atl",16,0,1,"hamstring",16,16,"Matt Bryant","Atlanta Falcons",0,0,0,0,0,0,1,0
"51","all_info.71","ClabTy20","Clabo,Tyson",2009,"atl",16,0,1,"knee",11,11,"Tyson Clabo","Atlanta Falcons",0,0,0,0,0,0,1,0
"52","all_info.81","ColeEr21","Coleman,Erik",2009,"atl",16,0,2,"knee",10,11,"Erik Coleman","Atlanta Falcons",0,0,0,0,0,0,1,0
"53","all_info.91","DahlHa20","Dahl,Harvey",2009,"atl",16,5,5,"ankle ankle achilles",12,16,"Harvey Dahl","Atlanta Falcons",0,0,0,0,0,0,0,3
"54","all_info.101","DaviCh22","Davis,Chauncey",2009,"atl",16,0,1,"foot",1,1,"Chauncey Davis","Atlanta Falcons",0,0,0,0,0,0,0,1
"55","all_info.111","DougHa00","Douglas,Harry",2009,"atl",16,16,16,"knee",1,16,"Harry Douglas","Atlanta Falcons",0,0,0,0,0,0,1,0
"56","all_info.121","elamxjas01","Elam,Jason",2009,"atl",16,0,4,"hamstring",2,5,"Jason Elam","Atlanta Falcons",0,0,0,0,0,0,1,0
"57","all_info.131","FinnBr00","Finneran,Brian",2009,"atl",16,6,8,"ankle knee",8,16,"Brian Finneran","Atlanta Falcons",0,0,0,0,0,0,1,1
"58","all_info.141","GilbTo20","Gilbert,Tony",2009,"atl",16,4,7,"hamstring  knee",1,16,"Tony Gilbert","Atlanta Falcons",0,0,0,0,0,0,2,0
"59","all_info.151","GonzTo00","Gonzalez,Tony",2009,"atl",16,0,2,"back calf",3,16,"Tony Gonzalez","Atlanta Falcons",0,0,1,0,0,0,1,0
"60","all_info.161","HarrAn98","Harris,Antoine",2009,"atl",16,6,7,"knee",4,16,"Antoine Harris","Atlanta Falcons",0,0,0,0,0,0,1,0
"61","all_info.171","HousCh99","Houston,Chris",2009,"atl",16,4,4,"hamstring",13,16,"Chris Houston","Atlanta Falcons",0,0,0,0,0,0,1,0
"62","all_info.181","JenkMi00","Jenkins,Michael",2009,"atl",16,1,3,"ankle",12,14,"Michael Jenkins","Atlanta Falcons",0,0,0,0,0,0,0,1
"63","all_info.191","JerrPe99","Jerry,Peria",2009,"atl",16,14,15,"chest knee",2,16,"Peria Jerry","Atlanta Falcons",0,0,1,0,0,0,1,0
"64","all_info.201","JohnTh20","Johnson,Thomas",2009,"atl",16,3,4,"calf knee",7,16,"Thomas Johnson","Atlanta Falcons",0,0,0,0,0,0,2,0
"65","all_info.211","koenemic01","Koenen,Michael",2009,"atl",16,0,1,"head",16,16,"Michael Koenen","Atlanta Falcons",1,0,0,0,0,0,0,0
"66","all_info.221","LoftCu99","Lofton,Curtis",2009,"atl",16,0,6,"knee ankle knee knee groin shoulder hamstring",8,16,"Curtis Lofton","Atlanta Falcons",0,1,0,0,0,0,5,1
"67","all_info.231","McClTo20","McClure,Todd",2009,"atl",16,0,3,"calf  knee",1,14,"Todd McClure","Atlanta Falcons",0,0,0,0,0,0,2,0
"68","all_info.241","MoorWi99","Moore,William",2009,"atl",16,14,14,"hamstring",1,16,"William Moore","Atlanta Falcons",0,0,0,0,0,0,1,0
"69","all_info.251","MughOv00","Mughelli,Ovie",2009,"atl",16,2,4,"hamstring calf",4,7,"Ovie Mughelli","Atlanta Falcons",0,0,0,0,0,0,2,0
"70","all_info.261","NorwJe00","Norwood,Jerious",2009,"atl",16,6,8,"knee  head hip",1,11,"Jerious Norwood","Atlanta Falcons",1,0,0,1,0,0,1,0
"71","all_info.271","OwenCh99","Owens,Chris",2009,"atl",16,0,3,"shoulder ankle",7,16,"Chris Owens","Atlanta Falcons",0,1,0,0,0,0,0,1
"72","all_info.281","PeelJu00","Peelle,Justin",2009,"atl",16,1,4,"back ankle concussion head",3,14,"Justin Peelle","Atlanta Falcons",2,0,1,0,0,0,0,1
"73","all_info.291","PeprCh20","Peprah,Charlie",2009,"atl",16,2,2,"hamstring",15,16,"Charlie Peprah","Atlanta Falcons",0,0,0,0,0,0,1,0
"74","all_info.301","RyanMa00","Ryan,Matt",2009,"atl",16,2,5,"toe",12,16,"Matt Ryan","Atlanta Falcons",0,0,0,0,0,0,0,1
"75","all_info.311","SchnMi20","Schneck,Mike",2009,"atl",16,1,3,"knee  back ribs",1,8,"Mike Schneck","Atlanta Falcons",0,0,2,0,0,0,1,0
"76","all_info.321","SnelJa00","Snelling,Jason",2009,"atl",16,2,3,"hamstring",7,9,"Jason Snelling","Atlanta Falcons",0,0,0,0,0,0,1,0
"77","all_info.331","SvitWi20","Svitek,Will",2009,"atl",16,0,2,"ankle",13,14,"Will Svitek","Atlanta Falcons",0,0,0,0,0,0,0,1
"78","all_info.341","TurnMi00","Turner,Michael",2009,"atl",16,5,7,"chest ankle",6,16,"Michael Turner","Atlanta Falcons",0,0,1,0,0,0,0,1
"79","all_info.351","WeemEr00","Weems,Eric",2009,"atl",16,0,2,"ankle head",8,16,"Eric Weems","Atlanta Falcons",1,0,0,0,0,0,0,1
"80","all_info.361","WhitRo00","White,Roddy",2009,"atl",16,0,7,"knee",8,14,"Roddy White","Atlanta Falcons",0,0,0,0,0,0,1,0
"81","all_info.371","WillBr22","Williams,Brian",2009,"atl",16,11,12,"eye knee",5,16,"Brian Williams","Atlanta Falcons",1,0,0,0,0,0,1,0
"82","all_info.381","ZingKe20","Zinger,Keith",2009,"atl",16,0,1,"back",8,8,"Keith Zinger","Atlanta Falcons",0,0,1,0,0,0,0,0
"83","all_info2","AyanBr99","Ayanbadejo,Brendon",2009,"rav",18,14,15,"foot  quadriceps",1,18,"Brendon Ayanbadejo","Baltimore Ravens",0,0,0,0,0,0,1,1
"84","all_info.112","BannJu20","Bannan,Justin",2009,"rav",18,0,3,"knee illness",3,15,"Justin Bannan","Baltimore Ravens",0,0,0,0,0,0,1,0
"85","all_info.212","BarnAn99","Barnes,Antwan",2009,"rav",18,0,1,"shoulder",4,4,"Antwan Barnes","Baltimore Ravens",0,1,0,0,0,0,0,0
"86","all_info.312","BirkMa00","Birk,Matt",2009,"rav",18,0,5,"neck",10,15,"Matt Birk","Baltimore Ravens",1,0,0,0,0,0,0,0
"87","all_info.410","BurgPr99","Burgess,Prescott",2009,"rav",18,0,2,"illness thigh",8,12,"Prescott Burgess","Baltimore Ravens",0,0,0,0,0,0,1,0
"88","all_info.52","CarrCh22","Carr,Chris",2009,"rav",18,0,2,"groin illness",5,9,"Chris Carr","Baltimore Ravens",0,0,0,0,0,0,1,0
"89","all_info.62","ClayMa01","Clayton,Mark",2009,"rav",18,2,4,"shoulder hamstring knee",6,15,"Mark Clayton","Baltimore Ravens",0,1,0,0,0,0,2,0
"90","all_info.72","CousOn00","Cousins,Oniel",2009,"rav",18,0,1,"knee",16,16,"Oniel Cousins","Baltimore Ravens",0,0,0,0,0,0,1,0
"91","all_info.82","cundibil01","Cundiff,Billy",2009,"rav",18,0,1,"concussion",13,13,"Billy Cundiff","Baltimore Ravens",1,0,0,0,0,0,0,0
"92","all_info.92","DiveLa20","Divens,Lamar",2009,"rav",18,18,18,"hip",1,18,"Lamar Divens","Baltimore Ravens",0,0,0,1,0,0,0,0
"93","all_info.102","ElleDa99","Ellerbe,Dannell",2009,"rav",18,2,3,"knee  illness",1,9,"Dannell Ellerbe","Baltimore Ravens",0,0,0,0,0,0,1,0
"94","all_info.113","FlacJo00","Flacco,Joe",2009,"rav",18,0,5,"ankle knee knee hip hip",7,17,"Joe Flacco","Baltimore Ravens",0,0,0,2,0,0,2,1
"95","all_info.122","GaitJa20","Gaither,Jared",2009,"rav",18,5,11,"illness neck foot ankle",3,18,"Jared Gaither","Baltimore Ravens",1,0,0,0,0,0,0,2
"96","all_info.132","GeraK.00","Gerard,K.J.",2009,"rav",18,6,6,"thigh hamstring",12,18,"K.J. Gerard","Baltimore Ravens",0,0,0,0,0,0,2,0
"97","all_info.142","GoodTa99","Gooden,Tavares",2009,"rav",18,4,10,"knee shoulder head shoulder head concussion groin",2,18,"Tavares Gooden","Baltimore Ravens",3,2,0,0,0,0,2,0
"98","all_info.152","HaleDa22","Hale,David",2009,"rav",18,1,1,"head",13,13,"David Hale","Baltimore Ravens",1,0,0,0,0,0,0,0
"99","all_info.162","HarpJu01","Harper,Justin",2009,"rav",18,1,1,"foot",15,15,"Justin Harper","Baltimore Ravens",0,0,0,0,0,0,0,1
"100","all_info.172","HausSt00","Hauschka,Stephen",2009,"rav",18,0,1,"ankle",7,7,"Stephen Hauschka","Baltimore Ravens",0,0,0,0,0,0,0,1
"101","all_info.182","HeapTo00","Heap,Todd",2009,"rav",18,0,7,"back ankle chest",4,18,"Todd Heap","Baltimore Ravens",0,0,2,0,0,0,0,1
"102","all_info.192","JohnJa23","Johnson,Jarret",2009,"rav",18,0,15,"shoulder back knee back knee back knee",2,17,"Jarret Johnson","Baltimore Ravens",0,1,3,0,0,0,3,0
"103","all_info.202","JoneEd22","Jones,Edgar",2009,"rav",18,0,2,"hamstring back",6,15,"Edgar Jones","Baltimore Ravens",0,0,1,0,0,0,1,0
"104","all_info.213","KatuMa20","Katula,Matt",2009,"rav",18,0,3,"elbow forearm",8,17,"Matt Katula","Baltimore Ravens",1,0,0,0,2,0,0,0
"105","all_info.222","LawrMa00","Lawrence,Matt",2009,"rav",18,10,10,"knee",9,18,"Matt Lawrence","Baltimore Ravens",0,0,0,0,0,0,1,0
"106","all_info.232","LewiRa00","Lewis,Ray",2009,"rav",18,0,4,"head foot",4,12,"Ray Lewis","Baltimore Ravens",1,0,0,0,0,0,0,1
"107","all_info.242","MasoDe00","Mason,Derrick",2009,"rav",18,0,6,"illness neck finger knee hand",4,18,"Derrick Mason","Baltimore Ravens",1,0,0,0,0,2,1,0
"108","all_info.252","McClLe00","McClain,Le'Ron",2009,"rav",18,0,2,"shoulder chest",8,12,"Le'Ron McClain","Baltimore Ravens",0,1,1,0,0,0,0,0
"109","all_info.262","McKiBr20","McKinney,Brandon",2009,"rav",18,6,6,"back",13,18,"Brandon McKinney","Baltimore Ravens",0,0,1,0,0,0,0,0
"110","all_info.272","NakaHa99","Nakamura,Haruki",2009,"rav",18,9,11,"chest ankle",8,18,"Haruki Nakamura","Baltimore Ravens",0,0,1,0,0,0,0,1
"111","all_info.282","NgatHa20","Ngata,Haloti",2009,"rav",18,2,11,"knee  back ankle",1,17,"Haloti Ngata","Baltimore Ravens",0,0,1,0,0,0,1,1
"112","all_info.292","PascMa99","Paschal,Marcus",2009,"rav",18,1,1,"back",17,17,"Marcus Paschal","Baltimore Ravens",0,0,1,0,0,0,0,0
"113","all_info.302","PhilJa99","Phillips,Jason",2009,"rav",18,18,18,"knee",1,18,"Jason Phillips","Baltimore Ravens",0,0,0,0,0,0,1,0
"114","all_info.313","PrycTr00","Pryce,Trevor",2009,"rav",18,0,3,"illness head",4,17,"Trevor Pryce","Baltimore Ravens",1,0,0,0,0,0,0,0
"115","all_info.322","ReedEd00","Reed,Ed",2009,"rav",18,4,13,"concussion neck knee illness wrist foot ankle hip groin foot groin",2,18,"Ed Reed","Baltimore Ravens",2,0,0,1,0,1,3,3
"116","all_info.332","RiceRa00","Rice,Ray",2009,"rav",18,0,1,"chest",14,14,"Ray Rice","Baltimore Ravens",0,0,1,0,0,0,0,0
"117","all_info.342","RollSa00","Rolle,Samari",2009,"rav",18,18,18,"neck",1,18,"Samari Rolle","Baltimore Ravens",1,0,0,0,0,0,0,0
"118","all_info.352","SmitL.00","Smith,L.J.",2009,"rav",18,4,8,"hamstring  illness ankle",1,15,"L.J. Smith","Baltimore Ravens",0,0,0,0,0,0,1,1
"119","all_info.362","SmitMa01","Smith,Marcus",2009,"rav",18,18,18,"knee",1,18,"Marcus Smith","Baltimore Ravens",0,0,0,0,0,0,1,0
"120","all_info.372","SmitTr02","Smith,Troy",2009,"rav",18,1,1,"illness",4,4,"Troy Smith","Baltimore Ravens",0,0,0,0,0,0,0,0
"121","all_info.382","SuggTe99","Suggs,Terrell",2009,"rav",18,3,7,"concussion knee thigh",2,16,"Terrell Suggs","Baltimore Ravens",1,0,0,0,0,0,2,0
"122","all_info.391","SypnQu00","Sypniewski,Quinn",2009,"rav",18,18,18,"undisclosed",1,18,"Quinn Sypniewski","Baltimore Ravens",0,0,0,0,0,0,0,0
"123","all_info.401","TalaKe00","Talavou,Kelly",2009,"rav",18,1,1,"knee",15,15,"Kelly Talavou","Baltimore Ravens",0,0,0,0,0,0,1,0
"124","all_info.411","TerrAd20","Terry,Adam",2009,"rav",18,18,18,"knee",1,18,"Adam Terry","Baltimore Ravens",0,0,0,0,0,0,1,0
"125","all_info.421","TyreDa00","Tyree,David",2009,"rav",18,1,2,"hamstring",6,7,"David Tyree","Baltimore Ravens",0,0,0,0,0,0,1,0
"126","all_info.431","WalkFr20","Walker,Frank",2009,"rav",18,1,1,"illness",8,8,"Frank Walker","Baltimore Ravens",0,0,0,0,0,0,0,0
"127","all_info.44","WashFa20","Washington,Fabian",2009,"rav",18,8,10,"concussion illness thigh knee",3,18,"Fabian Washington","Baltimore Ravens",1,0,0,0,0,0,2,0
"128","all_info.45","WashKe00","Washington,Kelley",2009,"rav",18,1,5,"groin back illness ankle",4,15,"Kelley Washington","Baltimore Ravens",0,0,1,0,0,0,1,1
"129","all_info.46","WebbLa99","Webb,Lardarius",2009,"rav",18,4,5,"illness knee",9,18,"Lardarius Webb","Baltimore Ravens",0,0,0,0,0,0,1,0
"130","all_info.47","WillCa99","Williams,Cary",2009,"rav",18,0,3,"thigh",12,18,"Cary Williams","Baltimore Ravens",0,0,0,0,0,0,1,0
"131","all_info.48","WillDe03","Williams,Demetrius",2009,"rav",18,0,2,"illness",5,12,"Demetrius Williams","Baltimore Ravens",0,0,0,0,0,0,0,0
"132","all_info.49","YandMa20","Yanda,Marshal",2009,"rav",18,0,1,"knee",17,17,"Marshal Yanda","Baltimore Ravens",0,0,0,0,0,0,1,0
"133","all_info.50","ZbikTo99","Zbikowski,Tom",2009,"rav",18,1,4,"concussion illness neck",2,17,"Tom Zbikowski","Baltimore Ravens",2,0,0,0,0,0,0,0
"134","all_info3","BellDe20","Bell,Demetress",2009,"buf",16,8,9,"groin knee",4,16,"Demetress Bell","Buffalo Bills",0,0,0,0,0,0,2,0
"135","all_info.114","BuggMa20","Buggs,Marcus",2009,"buf",16,11,11,"knee",6,16,"Marcus Buggs","Buffalo Bills",0,0,0,0,0,0,1,0
"136","all_info.214","ButlBr20","Butler,Brad",2009,"buf",16,14,14,"knee",3,16,"Brad Butler","Buffalo Bills",0,0,0,0,0,0,1,0
"137","all_info.314","ByrdJa99","Byrd,Jairus",2009,"buf",16,2,9,"hip groin undisclosed",5,16,"Jairus Byrd","Buffalo Bills",0,0,0,1,0,0,1,0
"138","all_info.412","ChamKi20","Chambers,Kirk",2009,"buf",16,0,1,"ankle",13,13,"Kirk Chambers","Buffalo Bills",0,0,0,0,0,0,0,1
"139","all_info.53","DennRy20","Denney,Ryan",2009,"buf",16,0,1,"shoulder",13,13,"Ryan Denney","Buffalo Bills",0,1,0,0,0,0,0,0
"140","all_info.63","DrafCh20","Draft,Chris",2009,"buf",16,0,2,"neck",12,13,"Chris Draft","Buffalo Bills",1,0,0,0,0,0,0,0
"141","all_info.73","EdwaTr01","Edwards,Trent",2009,"buf",16,4,5,"concussion ankle",7,16,"Trent Edwards","Buffalo Bills",1,0,0,0,0,0,0,1
"142","all_info.83","ElliCh99","Ellis,Chris",2009,"buf",16,2,2,"personal",4,5,"Chris Ellis","Buffalo Bills",0,0,0,0,0,0,0,0
"143","all_info.93","ElliKe20","Ellison,Keith",2009,"buf",16,8,9,"knee thigh",6,16,"Keith Ellison","Buffalo Bills",0,0,0,0,0,0,2,0
"144","all_info.103","FineDe00","Fine,Derek",2009,"buf",16,8,9,"hamstring  knee",1,16,"Derek Fine","Buffalo Bills",0,0,0,0,0,0,2,0
"145","all_info.115","FitzRy00","Fitzpatrick,Ryan",2009,"buf",16,1,2,"ankle",15,16,"Ryan Fitzpatrick","Buffalo Bills",0,0,0,0,0,0,0,1
"146","all_info.123","FlorDr20","Florence,Drayton",2009,"buf",16,2,4,"knee  illness",1,15,"Drayton Florence","Buffalo Bills",0,0,0,0,0,0,1,0
"147","all_info.133","HangGe20","Hangartner,Geoff",2009,"buf",16,0,1,"back",3,3,"Geoff Hangartner","Buffalo Bills",0,0,1,0,0,0,0,0
"148","all_info.143","HardJa00","Hardy,James",2009,"buf",16,11,12,"knee groin  illness",1,15,"James Hardy","Buffalo Bills",0,0,0,0,0,0,2,0
"149","all_info.153","HarrNi99","Harris,Nic",2009,"buf",16,1,3,"personal knee",11,16,"Nic Harris","Buffalo Bills",0,0,0,0,0,0,1,0
"150","all_info.163","JenkJu00","Jenkins,Justin",2009,"buf",16,1,3,"illness knee",10,14,"Justin Jenkins","Buffalo Bills",0,0,0,0,0,0,1,0
"151","all_info.173","JohnSp20","Johnson,Spencer",2009,"buf",16,0,1,"thigh",1,1,"Spencer Johnson","Buffalo Bills",0,0,0,0,0,0,1,0
"152","all_info.183","JohnSt00","Johnson,Steve",2009,"buf",16,1,1,"ankle",16,16,"Steve Johnson","Buffalo Bills",0,0,0,0,0,0,0,1
"153","all_info.193","JohnTo20","Johnson,Todd",2009,"buf",16,2,3,"hamstring",13,16,"Todd Johnson","Buffalo Bills",0,0,0,0,0,0,1,0
"154","all_info.203","KelsCh21","Kelsay,Chris",2009,"buf",16,0,5,"knee eye back shoulder",2,12,"Chris Kelsay","Buffalo Bills",1,1,1,0,0,0,1,0
"155","all_info.215","KlopJo00","Klopfenstein,Joe",2009,"buf",16,2,2,"ankle",13,14,"Joe Klopfenstein","Buffalo Bills",0,0,0,0,0,0,0,1
"156","all_info.223","LankEl99","Lankster,Ellis",2009,"buf",16,1,1,"back",5,5,"Ellis Lankster","Buffalo Bills",0,0,1,0,0,0,0,0
"157","all_info.233","LeviAn20","Levitre,Andy",2009,"buf",16,0,1,"shoulder",13,13,"Andy Levitre","Buffalo Bills",0,1,0,0,0,0,0,0
"158","all_info.243","LyncMa00","Lynch,Marshawn",2009,"buf",16,0,2,"served shoulder",4,11,"Marshawn Lynch","Buffalo Bills",0,1,0,0,0,0,0,0
"159","all_info.253","McCaJo22","McCargo,John",2009,"buf",16,5,6,"calf",3,13,"John McCargo","Buffalo Bills",0,0,0,0,0,0,1,0
"160","all_info.263","McGeTe99","McGee,Terrence",2009,"buf",16,5,12,"back ankle knee chest shoulder",2,16,"Terrence McGee","Buffalo Bills",0,1,2,0,0,0,1,1
"161","all_info.273","McInCo00","McIntyre,Corey",2009,"buf",16,1,2,"knee",8,9,"Corey McIntyre","Buffalo Bills",0,0,0,0,0,0,1,0
"162","all_info.283","McKeLe99","McKelvin,Leodis",2009,"buf",16,13,14,"fibula",3,16,"Leodis McKelvin","Buffalo Bills",0,0,0,0,0,0,1,0
"163","all_info.293","McKiSe20","McKinney,Seth",2009,"buf",16,6,6,"knee",11,16,"Seth McKinney","Buffalo Bills",0,0,0,0,0,0,1,0
"164","all_info.303","MereJa20","Meredith,Jamon",2009,"buf",16,2,2,"knee ankle",9,14,"Jamon Meredith","Buffalo Bills",0,0,0,0,0,0,1,1
"165","all_info.315","MitcKa20","Mitchell,Kawika",2009,"buf",16,11,11,"knee",6,16,"Kawika Mitchell","Buffalo Bills",0,0,0,0,0,0,1,0
